player,no,matchTime,team,round,tacklesMade,tacklesMiss,tacklesPenalty,tacklesFirst,tacklesAssists,tacklesFirstPerc,tacklesMadePerc,contestDom,contestNeut,contestPass,contestDNPerc,rucksEff,rucksInEff,rucksInvolvement,rucksTOForced,LOSteals,TOForced,PFAtt,PFDef,PFTot
"Am, L",14,1,Kings ,11,5,2,,3,2,60,71.4,2,2,3,57.1,,2,2,,,,,,
"Ferreira, M",16,0.21,Kings ,11,4,,,2,2,100,100,,2,2,50,,2,2,,,,,,
"Oelofse, S",19,0.21,Kings ,11,4,1,,4,,80,80,1,3,1,80,,2,2,,,,,,
"Willemse, S",20,0.21,Kings ,11,4,1,,3,1,75,80,1,1,3,40,,4,4,,,,,,
"Vulindlu, L",11,1,Kings ,11,4,1,,4,,80,80,,3,2,60,,1,1,,,,,,1
"Botha, T",3,0.7,Kings ,11,3,2,1,2,1,50,50,,2,4,33.3,,3,3,,,,,,1
"Eksteen, L",23,0.14,Kings ,11,2,1,,1,1,50,66.7,,,3,,,,,,,,,,
"Kebe, N",21,0.14,Kings ,11,2,,,1,1,100,100,,2,,100,,2,2,,,,,,
"Visser, J",15,0.86,Kings ,11,1,,,1,,100,100,,,1,,,,,,,,,,
"Latimer, T",7,0.71,Blues ,12,7,1,,5,2,83.3,87.5,,6,2,75,2,2,4,,,,,,1
"Moala, G",13,0.83,Blues ,12,7,,,7,,100,100,,6,1,85.7,,1,1,,,,,,
"Francis, P",12,1,Blues ,12,7,2,,6,1,75,77.8,,6,3,66.7,,3,3,,,,,,1
"Li, T",11,1,Blues ,12,7,2,,6,1,75,77.8,2,2,5,44.4,,2,2,1,,1,,,
"Matenga, H",4,1,Blues ,12,7,,,6,1,100,100,1,6,,100,1,,1,,1,1,,,
"Kaino, J",6,0.71,Blues ,12,5,2,1,4,1,66.7,62.5,,3,5,37.5,1,1,2,,,,,,1
"Parsons, J",2,0.83,Blues ,12,5,1,,5,,83.3,83.3,,3,3,50,2,2,4,,,,,,
"Luatua, S",8,1,Blues ,12,5,2,,4,1,66.7,71.4,1,4,2,71.4,1,1,2,,,,,,1
"Tuipulotu, P",5,1,Blues ,12,5,1,,5,,83.3,83.3,1,2,3,50,,1,1,,1,1,,,
"Visinia, L",15,0.8,Blues ,12,4,1,,4,,80,80,,2,3,40,,1,1,,,,,,
"Pryor, K",20,0.29,Blues ,12,3,1,,2,1,66.7,75,,1,3,25,,1,1,,,,,,1
"Nanai, M",14,1,Blues ,12,3,1,,3,,75,75,1,2,1,75,,,,,,,,,
"West, I",10,1,Blues ,12,3,3,,2,1,40,50,,2,4,33.3,1,,1,1,,1,,,
"Edwards, J",19,0.29,Blues ,12,2,,,2,,100,100,1,1,,100,,,,1,,1,,,
"Guyton, B",21,0.42,Blues ,12,2,,,2,,100,100,1,,1,50,1,,1,,,,,,
"Tu'ungafasi, O",18,0.42,Blues ,12,2,,,1,1,100,100,,2,,100,,,,,,,,,
"Faumuina, C",3,0.58,Blues ,12,2,1,,2,,66.7,66.7,,,3,,,,,,,,,,1
"Prattley, S",1,0.76,Blues ,12,2,,,1,1,100,100,,2,,100,,2,2,,,,,,1
"MacDonald, Q",16,0.17,Blues ,12,1,,,,1,,100,,1,,100,,,,,,,,,
"Sa'u, M",23,0.17,Blues ,12,1,,,1,,100,100,,,1,,,,,,,,,,
"Mayhew, N",17,0.24,Blues ,12,1,1,,1,,50,50,,1,1,50,,2,2,,,,,,1
"McGahan, M",22,0.2,Blues ,12,,1,,,,,,,,1,,,,,,,,,,
"Moore, S",2,0.7,Brumbies ,12,13,,,10,3,100,100,,12,1,92.3,,1,1,,,,,,
"Butler, J",8,0.73,Brumbies ,12,10,,,7,3,100,100,1,8,1,90,1,1,2,,,,,,1
"Pocock, D",7,1,Brumbies ,12,10,,,9,1,100,100,1,9,,100,2,6,8,1,,1,,,
"Wong, N",14,1,Brumbies ,12,10,2,,10,,83.3,83.3,,6,6,50,,,,,,,,,
"Enever, B",20,0.73,Brumbies ,12,9,1,,7,2,87.5,90,,5,5,50,1,,1,,,,,,
"Kuridrani, T",13,1,Brumbies ,12,9,1,,9,,90,90,2,4,4,60,1,1,2,1,,1,,,
"Smith, RH",18,0.47,Brumbies ,12,8,1,,6,2,85.7,88.9,,7,2,77.8,,2,2,,,,,,1
"Lealiifano, C",10,1,Brumbies ,12,8,,,7,1,100,100,,7,1,87.5,,2,2,,,,,,1
"Carter, S",5,0.27,Brumbies ,12,7,,,6,1,100,100,,6,1,85.7,,,,,,,,,
"Arnold, R",4,0.79,Brumbies ,12,7,2,,6,1,75,77.8,,6,3,66.7,,,,,,,,,
"Dargaville, J",12,1,Brumbies ,12,7,3,,5,2,62.5,70,,6,4,60,1,1,2,,,,,,
"Fardy, S",6,1,Brumbies ,12,7,,,6,1,100,100,1,5,1,85.7,4,7,11,2,,2,,,1
"Taliauli, L",11,0.84,Brumbies ,12,5,2,,4,1,66.7,71.4,2,2,3,57.1,,1,1,,,,,,
"Staniforth, T",19,0.21,Brumbies ,12,3,,,3,,100,100,,3,,100,,,,,,,,,
"Alaalatoa, A",17,0.33,Brumbies ,12,3,,,3,,100,100,,3,,100,1,1,2,,,,,,
"Alexander, B",3,0.53,Brumbies ,12,3,2,,2,1,50,60,,2,3,40,,1,1,,,,,,1
"Sio, S",1,0.67,Brumbies ,12,3,,,2,1,100,100,,2,1,66.7,,2,2,,,,,,
"Jackson-Hope, J",23,0.16,Brumbies ,12,2,,,1,1,100,100,,2,,100,,,,,,,,,
"Cubelli, T",9,0.79,Brumbies ,12,2,1,,2,,66.7,66.7,1,,2,33.3,1,1,2,,,,,,
"Powell, J",22,0.21,Brumbies ,12,1,,,,1,,100,,1,,100,,,,,,,,,
"Smiler, J",21,0.27,Brumbies ,12,1,,,1,,100,100,,1,,100,1,,1,,,,,,
"Mann-Rea, J",16,0.3,Brumbies ,12,,2,,,,,,,,2,,2,2,4,1,,1,,,
"Toua, A",15,1,Brumbies ,12,,1,,,,,,,,1,,,1,1,,,,,,
"Serfontein, J",12,1,Bulls ,12,18,1,,13,5,92.9,94.7,,12,7,63.2,,,,,,,,,
"Kirsten, J",7,0.98,Bulls ,12,16,,1,12,4,100,94.1,,13,4,76.5,,,,1,,1,,,1
"Labuschagne, P.H.C",6,1,Bulls ,12,16,2,,10,6,83.3,88.9,2,9,7,61.1,,,,2,,2,,,
"Liebenberg, H",8,0.66,Bulls ,12,12,,1,6,6,100,92.3,,10,3,76.9,,,,,,,,,2
"Kriel, J",13,1,Bulls ,12,12,2,,10,2,83.3,85.7,2,7,5,64.3,,,,2,,2,,,
"Jenkins, J",4,0.85,Bulls ,12,11,1,,7,4,87.5,91.7,,11,1,91.7,,,,,,,,,
"Ulengo, J",14,1,Bulls ,12,10,,,8,2,100,100,,6,4,60,,,,,,,,,
"Gqoboka, L",1,0.86,Bulls ,12,8,,,7,1,100,100,,7,1,87.5,,,,1,1,2,,,
"Schoeman, T",10,1,Bulls ,12,8,1,,7,1,87.5,88.9,,5,4,55.6,,,,,,,,,
"Snyman, R",5,1,Bulls ,12,7,1,1,5,2,83.3,77.8,,6,3,66.7,,,,,,,,,2
"Swanepoel, D",23,0.17,Bulls ,12,5,3,,1,4,25,62.5,,5,3,62.5,,,,,,,,,
"Smit, R",20,0.34,Bulls ,12,5,,1,3,2,100,83.3,,4,2,66.7,,,,,,,,,1
"Van der Merwe, M",3,0.68,Bulls ,12,5,1,,4,1,80,83.3,,5,1,83.3,,,,,,,,,
"Paige, R",9,0.71,Bulls ,12,5,1,,5,,83.3,83.3,,2,4,33.3,,,,,,,,,
"Marais, SP",15,0.83,Bulls ,12,4,1,,4,,80,80,,3,2,60,,,,,,,,,
"Strauss, A",2,0.89,Bulls ,12,4,,1,3,1,100,80,,4,1,80,,,,1,,1,,,1
"Visagie, J",16,0.11,Bulls ,12,3,,,2,1,100,100,,2,1,66.7,,,,,,,,,
"Nyakane, T",17,0.32,Bulls ,12,3,1,,2,1,66.7,75,,3,1,75,,,,,,,,,
"Basson, B",11,1,Bulls ,12,3,,,1,2,100,100,,3,,100,,,,,,,,,
"Orie, M",19,0.15,Bulls ,12,1,,,1,,100,100,,1,,100,,,,,,,,,
"Zyl, P",21,0.29,Bulls ,12,1,,,,1,,100,,1,,100,,,,,,,,,
"Havili, D",12,1,Crusaders ,12,9,3,,5,4,62.5,75,,5,7,41.7,1,,1,,,,,,
"Todd, M",7,1,Crusaders ,12,8,2,,8,,80,80,2,5,3,70,1,,1,2,,2,,,
"Taufua, J",6,0.82,Crusaders ,12,6,,,5,1,100,100,,5,1,83.3,1,,1,,,,,,1
"Dagg, I",15,1,Crusaders ,12,6,,,4,2,100,100,1,2,3,50,1,,1,,,,,,
"Romano, L",4,1,Crusaders ,12,6,1,,6,,85.7,85.7,1,4,2,71.4,,,,,,,,,1
"Taylor, C",2,1,Crusaders ,12,6,1,,5,1,83.3,85.7,1,3,3,57.1,2,,2,,,,,,
"Boys, T",20,0.18,Crusaders ,12,5,,,4,1,100,100,,1,4,20,,,,,,,,,
"Fonotia, K",13,0.65,Crusaders ,12,5,1,,4,1,80,83.3,,4,2,66.7,,1,1,,,,,,
"Franks, O",3,0.89,Crusaders ,12,5,1,,4,1,80,83.3,1,1,4,33.3,,,,,,,,,1
"Mo'unga, R",10,1,Crusaders ,12,5,2,,2,3,50,71.4,,1,6,14.3,,,,,,,,,
"Macilai-Tori, J",11,1,Crusaders ,12,4,2,,2,2,50,66.7,1,1,4,33.3,,,,1,,1,,,
"Read, K",8,1,Crusaders ,12,4,,,2,2,100,100,,4,,100,1,,1,,,,,,
"Barrett, S",19,0.18,Crusaders ,12,3,,,2,1,100,100,1,1,1,66.7,,,,,,,,,
"Crotty, R.",22,0.35,Crusaders ,12,3,,,3,,100,100,,1,2,33.3,,,,,,,,,
"Crockett, W",1,0.62,Crusaders ,12,3,,1,2,1,100,75,,2,2,50,1,3,4,,,,,,1
"Whitelock, S",5,0.82,Crusaders ,12,3,,,2,1,100,100,1,2,,100,2,,2,1,,1,,,
"Drummond, M",21,0.18,Crusaders ,12,2,,,2,,100,100,,1,1,50,,,,,,,,,
"Moody, J",17,0.38,Crusaders ,12,2,,,1,1,100,100,1,1,,100,,,,,,,,,
"Ellis, A",9,0.82,Crusaders ,12,2,1,,1,1,50,66.7,1,1,1,66.7,,,,1,,1,,,
"McNicholl, J",14,1,Crusaders ,12,2,1,1,2,,66.7,50,,1,3,25,,,,,,,,,1
"Alaalatoa, M",18,0.11,Crusaders ,12,1,,,1,,100,100,,1,,100,1,,1,,,,,,
"Dixon, E",6,1,Highlanders ,12,16,,,9,7,100,100,5,7,4,75,,,,1,,1,,,
"Ainley, A",4,1,Highlanders ,12,11,2,,9,2,81.8,84.6,4,6,3,76.9,2,,2,,,,,,
"Fekitoa, M",12,1,Highlanders ,12,11,1,,6,5,85.7,91.7,1,7,4,66.7,,,,,,,,,
"Dixon, A",2,0.72,Highlanders ,12,10,1,,10,,90.9,90.9,,6,5,54.5,1,1,2,1,,1,,,2
"Halanukonuka, S",3,0.72,Highlanders ,12,10,1,,7,3,87.5,90.9,,10,1,90.9,2,,2,,,,,,1
"Naholo, W",14,0.82,Highlanders ,12,10,1,,9,1,90,90.9,1,3,7,36.4,2,2,4,1,,1,,,1
"Hohneck, J",1,0.93,Highlanders ,12,10,4,1,9,1,69.2,66.7,,9,6,60,2,,2,,,,,,3
"Whitelock, L",8,1,Highlanders ,12,10,1,,10,,90.9,90.9,2,7,2,81.8,2,1,3,,,,,,
"Pryor, D",7,0.72,Highlanders ,12,8,,,5,3,100,100,1,4,3,62.5,2,1,3,,,,,,1
"Smith, A",9,0.89,Highlanders ,12,8,,,6,2,100,100,1,5,2,75,,,,,,,,,
"Smith, B",15,1,Highlanders ,12,7,1,,7,,87.5,87.5,1,3,4,50,,1,1,,,,,,
"Pleasants, G",16,0.28,Highlanders ,12,6,,,5,1,100,100,,3,3,50,5,,5,2,,2,,,
"Wheeler, J",5,0.87,Highlanders ,12,6,2,,4,2,66.7,75,1,4,3,62.5,,2,2,,,,,,1
"Geldenhuys, R",18,0.28,Highlanders ,12,5,,,4,1,100,100,,4,1,80,2,,2,,,,,,
"Faddes, M",13,1,Highlanders ,12,5,3,,3,2,50,62.5,,3,5,37.5,2,,2,,,,,,
"Franklin, T",19,0.23,Highlanders ,12,4,1,,4,,80,80,1,3,1,80,,,,,,,,,1
"Squire, L",20,0.28,Highlanders ,12,4,1,,4,,80,80,,3,2,60,3,,3,,,,,,
"Sopoaga, L",10,0.89,Highlanders ,12,4,2,,4,,66.7,66.7,,3,3,50,,,,,,,,,
"Osborne, P",11,1,Highlanders ,12,2,1,,2,,66.7,66.7,1,1,1,66.7,,1,1,,,,,,
"Banks, M",22,0.11,Highlanders ,12,1,1,,1,,50,50,,,2,,1,,1,,,,,,
"Tanaka, F",21,0.11,Highlanders ,12,1,1,,1,,50,50,1,,1,50,,,,,,,,,
"Walden, T",23,0.18,Highlanders ,12,1,1,,1,,50,50,,,2,,,,,,,,,,
"Gibbins, C",7,1,Hurricanes ,12,17,,,14,3,100,100,,15,2,88.2,,,,,,,,,
"Shields, B",6,1,Hurricanes ,12,12,4,,10,2,71.4,75,,9,7,56.3,,,,1,,1,,,
"Toomaga-Allen, J",3,0.8,Hurricanes ,12,11,1,,11,,91.7,91.7,,8,4,66.7,,,,,1,1,,,2
"Fifita, V",4,0.68,Hurricanes ,12,10,1,1,8,2,88.9,83.3,1,8,3,75,,,,,,,,,1
"Thomson, B",8,1,Hurricanes ,12,10,,,8,2,100,100,,5,5,50,,,,,,,,,
"Goodes, R",1,0.76,Hurricanes ,12,9,3,,8,1,72.7,75,,7,5,58.3,,,,,,,,,2
"Coles, D",2,0.53,Hurricanes ,12,8,,1,7,1,100,88.9,,6,3,66.7,,,,,,,,,1
"Aso, V",12,0.77,Hurricanes ,12,8,1,,8,,88.9,88.9,,6,3,66.7,,,,,,,,,
"Perenara, T",9,1,Hurricanes ,12,8,1,,4,4,80,88.9,2,4,3,66.7,,,,,,,,,
"Proctor, M",13,1,Hurricanes ,12,8,1,,6,2,85.7,88.9,2,6,1,88.9,,,,1,,1,,,
"Abbott, M",19,0.62,Hurricanes ,12,7,1,,7,,87.5,87.5,2,4,2,75,,,,1,,1,,,2
"Barrett, B",10,0.97,Hurricanes ,12,6,,,5,1,100,100,,4,2,66.7,,,,,,,,,2
"Goosen, W",11,1,Hurricanes ,12,5,1,,5,,83.3,83.3,,2,4,33.3,,,,,,,,,
"Lamborn, T",20,0.32,Hurricanes ,12,4,,,2,2,100,100,,4,,100,,,,,,,,,
"Matu'u, M",16,0.47,Hurricanes ,12,4,3,1,4,,57.1,50,1,2,5,37.5,,,,,,,,,1
"Lauampe, N",22,0.23,Hurricanes ,12,3,,,3,,100,100,1,2,,100,,,,,,,,,
"Uhila, L",17,0.24,Hurricanes ,12,3,,,2,1,100,100,1,1,1,66.7,,,,1,,1,,,
"Fatialofa, M",5,0.38,Hurricanes ,12,3,,,2,1,100,100,1,2,,100,,,,,,,,,
"Marshall, J",15,1,Hurricanes ,12,2,,,1,1,100,100,1,1,,100,,,,1,,1,,,
"Woodward, J",14,1,Hurricanes ,12,2,,,2,,100,100,1,,1,50,,,,,,,,,
"May, B",18,0.2,Hurricanes ,12,,1,,,,,,,,1,,,,,,,,,,
"Matera, P",6,0.88,Jaguares ,12,8,1,,8,,88.9,88.9,,3,6,33.3,2,4,6,1,,1,,,1
"Hernandez, J",12,1,Jaguares ,12,8,,,4,4,100,100,,7,1,87.5,1,1,2,,,,,,
"Senatore, L",8,1,Jaguares ,12,7,,,6,1,100,100,,6,1,85.7,3,1,4,,,,,,1
"Alemanno, M",4,0.83,Jaguares ,12,6,,,5,1,100,100,,4,2,66.7,,1,1,,1,1,,,1
"Amorosino, L",23,0.77,Jaguares ,12,5,,,2,3,100,100,,4,1,80,,,,,,,,,
"Orlando, M",13,1,Jaguares ,12,5,1,,2,3,66.7,83.3,,2,4,33.3,1,,1,1,,1,,,
"Creevy, A",2,0.8,Jaguares ,12,4,2,,3,1,60,66.7,,1,5,16.7,2,2,4,,,,,,
"Garcia Botta, S",1,0.9,Jaguares ,12,4,,,3,1,100,100,1,2,1,75,1,1,2,,,,,,1
"Lavanini, T",5,1,Jaguares ,12,4,,,4,,100,100,1,3,,100,,,,,,,,,1
"Isa, F",20,0.18,Jaguares ,12,3,,,3,,100,100,,2,1,66.7,,,,,,,,,
"Montoya, J",16,0.2,Jaguares ,12,3,,,3,,100,100,,3,,100,,,,,,,,,1
"Herrera, R",3,0.66,Jaguares ,12,3,,,3,,100,100,,3,,100,,,,,,,,,1
"Ortega Desio, J",7,0.82,Jaguares ,12,3,,,2,1,100,100,,2,1,66.7,,,,,,,,,
"Landajo, M",9,0.91,Jaguares ,12,3,,,2,1,100,100,1,,2,33.3,,,,1,,1,,,
"Bertranou, G",21,0.09,Jaguares ,12,2,,,2,,100,100,,1,1,50,,,,,,,,,
"Gigena, F",17,0.1,Jaguares ,12,2,,,2,,100,100,,1,1,50,1,1,2,,,,,,
"Pagadizaval, G",19,0.17,Jaguares ,12,2,,,2,,100,100,,2,,100,,,,,,,,,
"Montero, M",11,0.23,Jaguares ,12,2,,,2,,100,100,,1,1,50,1,,1,,,,,,
"Boffelli, E",14,1,Jaguares ,12,2,,,2,,100,100,,1,1,50,1,,1,,,,,,
"Chaparro, N",18,0.34,Jaguares ,12,1,,,1,,100,100,,1,,100,1,,1,,,,,,
"Sanchez, N",10,0.81,Jaguares ,12,1,,1,1,,100,50,,1,1,50,1,1,2,,,,,,2
"Tuculet, J",15,1,Jaguares ,12,1,,,,1,,100,,1,,100,1,,1,1,,1,,,
"Gonzalez Iglesias, S",22,0.19,Jaguares ,12,,,,,,,,,,,,,1,1,,,,,,
"Mostert, F",5,1,Lions ,12,14,,,12,2,100,100,4,9,1,92.9,,2,2,,,,,,1
"Tecklenburg, W",7,1,Lions ,12,14,2,,10,4,83.3,87.5,2,10,4,75,3,1,4,3,,3,,,
"Whiteley, W",8,1,Lions ,12,11,,,5,6,100,100,1,9,1,90.9,1,1,2,,,,,,
"Kriel, J",6,0.77,Lions ,12,9,1,,8,1,88.9,90,2,4,4,60,,1,1,2,,2,,,1
"Ackermann, R",4,0.86,Lions ,12,9,,,8,1,100,100,1,5,3,66.7,1,1,2,,2,2,,,
"Marx, MJ",2,0.65,Lions ,12,7,,,7,,100,100,,7,,100,1,1,2,,1,1,,,
"Redelinghuys, J",3,0.67,Lions ,12,7,,1,4,3,100,87.5,1,6,1,87.5,,1,1,,,,,,2
"Mapoe, L",13,1,Lions ,12,7,,,6,1,100,100,,6,1,85.7,1,1,2,,,,,,1
"Rooyen, J",18,0.33,Lions ,12,6,,,4,2,100,100,,5,1,83.3,,2,2,,,,,,
"Kruger, R",19,0.14,Lions ,12,5,,,5,,100,100,1,2,2,60,,,,,,,,,
"Rensburg, R",12,0.89,Lions ,12,4,,,4,,100,100,2,1,1,75,,,,1,,1,,,
"Fourie, C",17,0.35,Lions ,12,3,,,2,1,100,100,1,1,1,66.7,1,1,2,1,,1,,,
"van der Merwe, A",16,0.35,Lions ,12,3,,,3,,100,100,2,,1,66.7,1,1,2,1,,1,,,
"Smith, D",1,0.65,Lions ,12,3,,,1,2,100,100,1,2,,100,,1,1,,,,,,
"Mnisi, H",22,0.11,Lions ,12,2,1,,2,,66.7,66.7,,2,1,66.7,,,,,,,,,
"Brink, C",20,0.23,Lions ,12,2,,,2,,100,100,,1,1,50,,2,2,,,,,,
"Klerk, F",21,0.29,Lions ,12,2,,,1,1,100,100,2,,,100,,,,,,,,,
"Jantjies, E",10,0.82,Lions ,12,2,1,,2,,66.7,66.7,,,3,,,,,,,,,,
"Combrinck, R",14,1,Lions ,12,2,2,1,2,,50,40,,1,4,20,,1,1,,,,,,1
"Skosan, C",11,1,Lions ,12,2,,,2,,100,100,,1,1,50,,,,,,,,,
"Cronje, R",9,0.71,Lions ,12,,1,,,,,,,,1,,,,,,,,,,
"van der Walt, J",15,1,Lions ,12,,,,,,,,,,,,,1,1,,,,,,
"Jones, L",4,1,Rebels ,12,17,3,,17,,85,85,1,14,5,75,2,,2,,,,,,
"Thomson, A",8,1,Rebels ,12,15,,,12,3,100,100,,12,3,80,4,6,10,,,,,,3
"Hodge, R",12,1,Rebels ,12,12,1,,12,,92.3,92.3,,10,3,76.9,,,,,,,,,
"McMahon, S",6,1,Rebels ,12,12,,,8,4,100,100,3,9,,100,3,5,8,2,,2,,,
"Timani, L",5,0.76,Rebels ,12,10,,,7,3,100,100,,8,2,80,1,2,3,,,,,,
"Smith, T",1,0.91,Rebels ,12,10,3,,9,1,75,76.9,1,4,8,38.5,2,1,3,,,,,,1
"Debreczeni, J",10,1,Rebels ,12,10,1,,7,3,87.5,90.9,,7,4,63.6,,,,,,,,,
"Ellison, T",13,1,Rebels ,12,10,2,1,9,1,81.8,76.9,,7,6,53.8,1,1,2,,,,,,1
"Hanson, J",2,0.91,Rebels ,12,9,,,6,3,100,100,,7,2,77.8,6,1,7,,,,,,
"Fainga'a, C",7,0.66,Rebels ,12,8,,,6,2,100,100,,5,3,62.5,6,2,8,1,,1,,,
"Hagan, J",3,0.67,Rebels ,12,6,1,,6,,85.7,85.7,,2,5,28.6,3,,3,,,,,,
"Stirzaker, N",9,0.8,Rebels ,12,5,1,,5,,83.3,83.3,,3,3,50,1,2,3,,,,,,
"Naivalu, S",14,1,Rebels ,12,5,,,4,1,100,100,,3,2,60,1,1,2,,,,,,
"Jeffries, S",19,0.24,Rebels ,12,4,,,4,,100,100,,4,,100,,,,,,,,,
"Reid, J",20,0.34,Rebels ,12,4,,,4,,100,100,,4,,100,1,,1,1,,1,,,
"Metcher, T",18,0.33,Rebels ,12,3,1,,,3,,75,,3,1,75,,,,,,,,,
"Harris, M",15,0.95,Rebels ,12,3,1,,3,,75,75,,3,1,75,1,,1,1,,1,,,
"Matsushima, K",23,0.36,Rebels ,12,2,,,1,1,100,100,1,1,,100,2,1,3,2,,2,,,
"Crawford, C",11,0.64,Rebels ,12,1,,,,1,,100,,1,,100,,1,1,,,,,,
"Ah-Nau, C",17,0.09,Rebels ,12,,1,,,,,,,,1,,,,,,,,,,
"Gill, L",7,1,Reds ,12,14,1,1,13,1,92.9,87.5,1,8,7,56.3,,,,4,,4,,,2
"McIntyre, J",10,1,Reds ,12,9,4,,8,1,66.7,69.2,,6,7,46.2,,,,,,,,,
"Magnay, C",13,1,Reds ,12,8,1,,7,1,87.5,88.9,2,4,3,66.7,,,,1,,1,,,
"Holmes, G",3,0.76,Reds ,12,7,,,6,1,100,100,1,5,1,85.7,,,,,,,,,
"Browning, C",8,1,Reds ,12,7,1,,3,4,75,87.5,,4,4,50,,,,,1,1,,,
"Nabuli, E",11,1,Reds ,12,7,2,,4,3,66.7,77.8,,5,4,55.6,,,,,,,,,
"Fainga'a, A",12,0.82,Reds ,12,6,2,,5,1,71.4,75,1,3,4,50,,,,,,,,,
"Ready, A",2,0.94,Reds ,12,6,,,6,,100,100,,1,5,16.7,,,,2,,2,,,
"Simmons, R",5,1,Reds ,12,5,,,5,,100,100,,4,1,80,,,,,,,,,
"Slipper, J",1,0.76,Reds ,12,4,1,1,4,,80,66.7,1,2,3,50,,,,1,,1,,,1
"Tui, H",6,0.77,Reds ,12,4,1,,4,,80,80,,2,3,40,,,,,,,,,1
"Matwijow, B",4,0.76,Reds ,12,3,4,,2,1,33.3,42.9,,3,4,42.9,,,,,,,,,
"Frisby, N",9,0.8,Reds ,12,3,1,,3,,75,75,,1,3,25,,,,,,,,,
"Feauai-Sautia, C",14,0.9,Reds ,12,2,,,2,,100,100,,1,1,50,,,,,,,,,
"Laloifi, L",23,0.1,Reds ,12,1,,,1,,100,100,,,1,,,,,,,,,,
"Paia'aua, D",22,0.18,Reds ,12,1,,,1,,100,100,,1,,100,,,,,,,,,
"Goromaru, A",15,1,Reds ,12,1,2,,1,,33.3,33.3,1,,2,33.3,,,,,,,,,
"Preez, D",8,1,Sharks ,12,14,1,,11,3,91.7,93.3,,11,4,73.3,3,7,10,,,,,,
"Mtawarira, T",1,0.69,Sharks ,12,13,,,12,1,100,100,,8,5,61.5,,1,1,,,,,,3
"Daniel, K",6,1,Sharks ,12,12,2,,8,4,80,85.7,,7,7,50,6,1,7,1,,1,,,1
"Jordaan, P",13,1,Sharks ,12,12,3,,10,2,76.9,80,1,7,7,53.3,,4,4,,,,,,
"Marais, F",2,0.5,Sharks ,12,11,,,9,2,100,100,,9,2,81.8,1,2,3,,,,,,
"Oosthuizen, C",3,0.53,Sharks ,12,10,2,,7,3,77.8,83.3,1,7,4,66.7,1,1,2,1,,1,,,
"Lewies, S",5,1,Sharks ,12,10,1,,3,7,75,90.9,,6,5,54.5,,4,4,,1,1,,,
"Adriaanse, L",18,0.47,Sharks ,12,8,1,,8,,88.9,88.9,,3,6,33.3,2,1,3,,,,,,2
"Ralepelle, C",16,0.5,Sharks ,12,8,,,6,2,100,100,1,4,3,62.5,3,,3,,,,,,
"Esterhuizen, A",12,1,Sharks ,12,8,1,,7,1,87.5,88.9,1,4,4,55.6,2,,2,,,,,,
"Oosthuizen, E",19,0.37,Sharks ,12,7,,,7,,100,100,1,4,2,71.4,3,2,5,1,,1,,,1
"Mtembu, L",20,0.57,Sharks ,12,7,,,4,3,100,100,,5,2,71.4,3,3,6,,,,,,
"Pietersen, J",11,1,Sharks ,12,6,,,4,2,100,100,,3,3,50,,,,,,,,,
"Mtyanda, L",4,0.63,Sharks ,12,5,2,,1,4,33.3,71.4,1,2,4,42.9,1,2,3,1,,1,,,
"Ndungane, O",14,0.8,Sharks ,12,5,,,4,1,100,100,1,3,1,80,,,,1,,1,,,
"Chadwick, DM",17,0.31,Sharks ,12,4,,,4,,100,100,,2,2,50,1,1,2,,,,,,1
"Ungerer, S",9,0.91,Sharks ,12,4,4,,4,,50,50,,1,7,12.5,,1,1,,,,,,
"Deysel, J",7,0.43,Sharks ,12,3,2,,2,1,50,60,,2,3,40,1,2,3,1,,1,,,
"Roux, W",15,1,Sharks ,12,3,1,,1,2,50,75,,1,3,25,,,,,,,,,
"Sithole, S",23,0.09,Sharks ,12,2,,,2,,100,100,,1,1,50,,,,,,,,,1
"Lambie, P",10,1,Sharks ,12,2,1,,1,1,50,66.7,,1,2,33.3,,,,,,,,,
"Elstedt, R",6,1,Stormers ,12,13,1,,9,4,90,92.9,3,9,2,85.7,2,,2,,,,,,1
"Toit, P",5,1,Stormers ,12,10,1,,9,1,90,90.9,,9,2,81.8,8,,8,1,2,3,,,1
"Kolisi, S",7,1,Stormers ,12,9,,,8,1,100,100,,6,3,66.7,3,,3,,,,,,
"Burger, S",20,0.4,Stormers ,12,6,1,,6,,85.7,85.7,,4,3,57.1,5,,5,,,,,,1
"Ntubeni, S",2,0.6,Stormers ,12,6,1,,4,2,80,85.7,1,4,2,71.4,2,,2,,,,,,
"Kebble, O",17,0.64,Stormers ,12,6,1,,6,,85.7,85.7,,4,3,57.1,3,,3,,,,,,
"Carr, N",8,0.8,Stormers ,12,6,,,6,,100,100,,5,1,83.3,4,,4,,,,,,
"Plessis, J",10,0.9,Stormers ,12,6,,,5,1,100,100,1,5,,100,1,,1,,,,,,
"De Allende, D",12,1,Stormers ,12,6,1,,6,,85.7,85.7,2,3,2,71.4,,,,1,,1,,,1
"Notshe, S",19,0.2,Stormers ,12,5,,,3,2,100,100,,4,1,80,1,,1,,,,,,
"Schickerling, J",4,0.6,Stormers ,12,5,,,4,1,100,100,1,3,1,80,,,,,,,,,
"Kotze, J",14,1,Stormers ,12,5,,,4,1,100,100,,3,2,60,2,,2,,,,,,1
"Groom, N",21,0.41,Stormers ,12,4,,,4,,100,100,,4,,100,,,,,,,,,
