player,no,matchTime,team,round,passes,offLoads,totalPassing,kicksInPlay,carryRuns,carryMetres,carryBeatsDef,carryGainLine,carryLinebreaks,ruckEff,ruckInEff,ruckTotal,rcvs,toInPos,pfInAttack,totalPF,Ruck Success
"Tamanivalu, S",13,0.8,Chiefs ,17,3,1,4,1,7,4,,1,,4,2,6,5,1,,1,67%
"Messam, L",8,0.74,Chiefs ,17,3,,3,,,,,,,13,5,18,,,,,72%
"Donald, S",22,0.2,Chiefs ,17,3,,3,,1,,,,,5,1,6,1,1,,,83%
"Lowe, J",11,1,Chiefs ,17,4,1,7,1,11,84,2,4,2,4,1,5,5,5,,1,80%
"Lienert-Brown, A",12,1,Chiefs ,17,5,1,6,,15,38,4,6,1,9,4,13,3,3,,,69%
"McKenzie, D",15,1,Chiefs ,17,8,1,10,1,8,43,3,,1,3,3,6,10,3,,,50%
"Cruden, A",10,1,Chiefs ,17,15,1,16,8,5,7,,2,,3,,3,2,,,,100%
"Weber, B",21,0.32,Chiefs ,17,30,,30,,2,4,2,,,1,4,5,2,1,,,20%
"Kerr-Barlow, T",9,0.68,Chiefs ,17,36,,36,5,5,11,,2,,2,2,4,3,,,2,50%
"Alaalatoa, M",18,0.39,Crusaders ,17,,,,,1,3,1,1,,4,3,7,,,,,57%
"Franks, O",3,0.61,Crusaders ,17,,,,,2,,,,,9,1,10,,,1,1,90%
"Crockett, W",1,0.81,Crusaders ,17,1,,1,,5,6,,,,13,5,18,,,,1,72%
"Tupou, J",6,0.71,Crusaders ,17,1,1,2,,8,9,,2,,4,3,7,,,,,57%
"Nadolo, N",11,0.54,Crusaders ,17,1,1,2,1,6,39,,1,1,2,1,3,6,1,1,1,67%
"Samu, P",20,0.29,Crusaders ,17,1,,1,,2,2,,,,4,1,5,,,,,80%
"Funnell, B",16,0.19,Crusaders ,17,1,,1,,,,,,,1,,1,,,,,100%
"Hodgman, A",17,0.19,Crusaders ,17,1,,1,,,,,,,1,5,6,,,,,17%
"Hunt, M",22,0.16,Crusaders ,17,1,,1,,,,,,,2,,2,,,,,100%
"Barrett, S",5,1,Crusaders ,17,2,1,3,,9,18,,6,,7,7,14,,1,1,1,50%
"Romano, L",4,1,Crusaders ,17,2,1,3,1,5,3,2,1,1,17,8,25,2,,,,68%
"Taylor, C",2,0.81,Crusaders ,17,2,,2,,2,5,,1,,12,3,15,1,,,,80%
"Fonotia, K",23,0.46,Crusaders ,17,2,,2,,4,19,,3,,4,1,5,,,,,80%
"Havili, D",12,1,Crusaders ,17,3,1,4,2,8,49,1,3,2,1,1,2,2,,,,50%
"Todd, M",7,1,Crusaders ,17,3,,3,,3,4,,2,,21,2,23,,,,1,91%
"Crotty, R.",13,1,Crusaders ,17,4,2,6,2,10,54,1,3,1,8,2,10,2,4,,,80%
"Dagg, I",15,1,Crusaders ,17,6,1,7,8,8,43,2,2,,4,1,5,5,5,,,80%
"McNicholl, J",14,0.84,Crusaders ,17,6,,6,1,11,80,2,3,4,2,2,4,5,4,,,50%
"Read, K",8,1,Crusaders ,17,11,1,12,,15,47,,7,,8,2,10,7,2,,2,80%
"Fukofuka, L",21,0.23,Crusaders ,17,13,,13,1,3,8,,1,,,,,2,1,,,
"Mo'unga, R",10,1,Crusaders ,17,18,1,19,6,6,5,2,2,,7,1,8,2,1,,,88%
"Drummond, M",9,0.77,Crusaders ,17,47,,47,2,1,,,,,3,1,4,,1,,,75%
"Ainsley, J",18,0.33,Force ,17,,,,,2,,,,,5,1,6,1,,,,83%
"Koteka, K",20,0.26,Force ,17,,,,,3,10,,,,8,1,9,,1,,,89%
"Philip, M",19,0.39,Force ,17,,,,,6,12,,5,,5,1,6,,,,,83%
"Haylett-Petty, R",4,1,Force ,17,1,,1,,7,2,1,1,,12,6,18,,1,,2,67%
"Cowan, P",1,0.84,Force ,17,1,,1,,7,9,1,2,,15,5,20,1,,,,75%
"Millar, G",3,0.83,Force ,17,1,,1,,6,13,,,,16,8,24,2,1,,4,67%
"Scoble, H",2,0.75,Force ,17,1,,1,,4,,,,,18,8,26,,,,,69%
"Masirewa, S",23,0.33,Force ,17,1,,1,,3,8,1,1,,5,,5,2,2,,,100%
"Rangi, A",16,0.25,Force ,17,1,,1,,2,6,1,1,1,2,1,3,,1,1,1,67%
"Haylett-Petty, D",15,1,Force ,17,2,4,6,7,22,124,5,7,1,3,1,4,7,2,,,75%
"Morahan, L",11,1,Force ,17,2,,2,2,8,34,1,2,,5,1,6,5,1,1,1,83%
"Brache, M",14,0.67,Force ,17,2,,2,,4,14,,4,,5,4,9,2,2,,,56%
"Walton, R",5,0.61,Force ,17,3,,3,,7,1,,1,,11,5,16,1,1,,,69%
"Alcock, C",7,1,Force ,17,4,2,6,,15,48,2,7,,16,5,21,3,,,,76%
"Stander, B",6,0.92,Force ,17,4,,4,,9,21,2,6,,13,4,17,1,1,,,76%
"Grant, P",22,0.2,Force ,17,4,,4,,3,2,,1,,2,,2,,1,,,100%
"Hardwick, R",8,0.81,Force ,17,5,,5,,6,37,1,,,14,3,17,1,,,,82%
"Tapuai, B",13,1,Force ,17,6,1,7,2,6,117,4,2,2,10,3,13,3,,,,77%
"Godwin, K",12,1,Force ,17,11,,11,5,4,4,,2,,17,,17,4,1,1,2,100%
"Lance, J",10,0.8,Force ,17,13,,13,8,8,27,4,2,,5,3,8,5,2,,,63%
"Louwrens, R",21,0.33,Force ,17,37,,37,,3,41,3,1,1,2,,2,1,,1,1,100%
"Prior, I",9,0.67,Force ,17,62,,62,1,,,,,,8,,8,,1,,,100%
"Coltman, L",16,0.15,Highlanders ,17,,,,,3,12,,2,,5,,5,1,1,,,100%
"Halanukonuka, S",3,0.51,Highlanders ,17,,,,,2,,1,,,5,3,8,,,,1,63%
"Hohneck, J",18,0.49,Highlanders ,17,,,,,2,,,,,13,3,16,,,,,81%
"Seiuli, A",17,0.15,Highlanders ,17,,,,,2,7,,2,,2,,2,,,,,100%
"Squire, L",20,0.3,Highlanders ,17,,,,,2,4,1,2,,6,,6,2,,,,100%
"Osborne, P",11,1,Highlanders ,17,1,1,2,1,10,51,3,5,1,7,2,9,2,1,,,78%
"Ainley, A",5,0.7,Highlanders ,17,1,1,2,,8,6,,3,,17,3,20,1,,,,85%
"Lentjes, J",7,0.51,Highlanders ,17,1,,1,,2,2,,1,,12,1,13,,,,,92%
"Pryor, D",21,0.49,Highlanders ,17,1,,1,,2,33,,,1,13,,13,,,,,100%
"Dixon, E",6,1,Highlanders ,17,2,1,3,1,4,10,1,1,1,11,1,12,1,,,,92%
"Naholo, W",14,0.98,Highlanders ,17,2,3,5,,13,80,6,6,2,4,3,7,4,1,1,3,57%
"Dixon, A",2,0.85,Highlanders ,17,2,,2,,7,3,1,2,,12,1,13,,,,,92%
"Franklin, T",4,0.52,Highlanders ,17,2,,2,,4,1,,1,,7,2,9,1,,,,78%
"Reddish, M",19,0.48,Highlanders ,17,2,,2,,4,3,1,,,8,4,12,4,,,,67%
"Whitelock, L",8,1,Highlanders ,17,3,1,4,,10,19,1,5,,16,3,19,1,,,,84%
"Faddes, M",13,1,Highlanders ,17,4,3,7,2,14,64,4,8,1,5,1,6,2,2,,,83%
"Fekitoa, M",12,1,Highlanders ,17,4,3,7,,12,30,1,5,,9,2,11,,2,1,1,82%
"Lienert-Brown, D",1,0.85,Highlanders ,17,4,,4,,5,4,1,2,,16,1,17,2,1,1,1,94%
"Smith, B",15,1,Highlanders ,17,5,1,6,2,10,85,4,3,2,8,2,10,3,,,,80%
"Sopoaga, L",10,1,Highlanders ,17,18,1,19,4,12,35,1,4,,5,,5,9,,,,100%
"Smith, A",9,1,Highlanders ,17,82,1,83,9,6,21,2,3,1,,5,5,2,2,,,
"Fatialofa, M",5,0.81,Hurricanes ,17,,,,,7,5,,3,,14,6,20,,1,,,70%
"Gibbins, C",20,0.17,Hurricanes ,17,,,,,4,41,2,2,1,5,1,6,1,,,,83%
"Goodes, R",1,0.25,Hurricanes ,17,,,,,2,,1,,,11,1,12,,,,,92%
"May, B",17,0.52,Hurricanes ,17,,,,,2,1,,1,,12,11,23,1,,,1,52%
"Riccitelli, R",16,0.16,Hurricanes ,17,,,,,5,6,,3,,2,1,3,,1,,,67%
"Fifita, V",4,1,Hurricanes ,17,1,,1,,10,11,,5,,15,5,20,,,1,2,75%
"Uhila, L",18,0.75,Hurricanes ,17,1,,1,,11,52,,10,,8,7,15,,1,,1,53%
"Eves, C",3,0.48,Hurricanes ,17,1,,1,,3,1,,1,,10,,10,1,,2,2,100%
"Goosen, W",23,0.25,Hurricanes ,17,1,,1,,4,19,,,,1,,1,1,1,,,100%
"Abbott, M",19,0.19,Hurricanes ,17,1,,1,,6,6,,3,,3,1,4,,,,,75%
"Shields, B",6,1,Hurricanes ,17,2,,2,,15,34,2,4,2,19,3,22,1,2,,,86%
"Woodward, J",13,1,Hurricanes ,17,2,1,3,,8,14,2,2,1,6,4,10,2,2,,,60%
"Coles, D",2,0.84,Hurricanes ,17,2,1,3,,11,28,1,6,1,15,,15,3,,,,100%
"Savea, J",11,0.75,Hurricanes ,17,2,,2,,3,11,,2,,2,1,3,2,2,,,67%
"Halaholo, W",12,1,Hurricanes ,17,3,,3,1,13,38,2,7,1,5,2,7,,1,,,71%
"Vito, V",8,0.83,Hurricanes ,17,3,,3,1,9,34,,2,,16,4,20,1,,,,80%
"Savea, A",7,1,Hurricanes ,17,5,1,6,1,14,31,,7,,20,6,26,2,1,,1,77%
"Jane, C",14,1,Hurricanes ,17,8,1,9,2,9,51,1,2,,11,2,13,6,1,,,85%
"Gibson-Park, J",21,0.21,Hurricanes ,17,16,,16,,2,12,1,2,,,3,3,,1,,,
"Marshall, J",15,1,Hurricanes ,17,25,1,26,2,9,48,3,3,1,9,4,13,9,1,,1,69%
"Barrett, B",10,1,Hurricanes ,17,39,1,40,11,6,7,1,1,1,5,5,10,4,2,,,50%
"Perenara, T",9,0.79,Hurricanes ,17,73,,73,2,8,16,,5,1,,,,5,1,,,
"Bertranou, G",21,0.08,Jaguares ,17,,,,,,,,,,,1,1,,2,,,
"Bosch, F",16,0.13,Jaguares ,17,,,,,,,,,,,1,1,,,1,1,
"Chaparro, N",1,0.63,Jaguares ,17,,,,,5,4,,1,,6,9,15,1,1,,2,40%
"Garcia Botta, S",17,0.37,Jaguares ,17,,,,,2,2,,1,,2,4,6,,,,,33%
"Gonzalez Iglesias, S",22,0.13,Jaguares ,17,,,,,1,25,,,1,,,,,,,,
"Kremer, M",20,0.13,Jaguares ,17,,,,,,,,,,1,,1,,,,,100%
"Orlando, M",23,0.42,Jaguares ,17,,,,,2,3,,1,,,1,1,1,2,,,
"Pagadizaval, G",4,0.63,Jaguares ,17,,3,3,,6,49,2,3,1,6,3,9,2,,,,67%
"Lavanini, T",5,1,Jaguares ,17,1,,1,,6,18,2,3,1,8,3,11,2,1,1,1,73%
"Ortega Desio, J",6,1,Jaguares ,17,1,,1,,3,27,2,1,1,6,5,11,2,,,,55%
"Herrera, R",3,0.54,Jaguares ,17,1,1,2,,2,,,,,3,7,10,,1,,,30%
"Pieretto Heilan, E",18,0.46,Jaguares ,17,1,,1,,1,3,,,,5,1,6,1,,,,83%
"Alemanno, M",19,0.37,Jaguares ,17,1,,1,,2,7,,2,,3,1,4,,,,,75%
"Isa, F",8,0.87,Jaguares ,17,2,,2,,14,100,10,4,1,5,3,8,5,,,,63%
"Montoya, J",2,0.87,Jaguares ,17,2,,2,,3,19,,3,,11,6,17,,1,,,65%
"Montero, M",11,0.58,Jaguares ,17,2,,2,,2,14,,,,4,2,6,,,,,67%
"Cordero, S",14,1,Jaguares ,17,3,,3,1,12,119,11,4,2,6,1,7,7,1,,,86%
"Tuculet, J",15,1,Jaguares ,17,3,1,4,3,5,13,,2,,3,2,5,2,,,,60%
"Leguizamon, J",7,1,Jaguares ,17,5,,6,,9,14,,4,,16,6,22,2,4,,3,73%
"De La Fuente, J",13,0.87,Jaguares ,17,5,1,6,,5,19,,1,,2,2,4,1,,,,50%
"Hernandez, J",12,1,Jaguares ,17,15,,16,3,2,2,,1,,5,,5,,1,,,100%
"Sanchez, N",10,1,Jaguares ,17,15,,15,1,5,11,,2,,2,1,3,1,1,,,67%
"Landajo, M",9,0.92,Jaguares ,17,57,2,59,3,6,15,2,3,1,2,1,3,5,1,,,67%
"Bezuidenhout, M",16,0.18,Kings ,17,,,,,1,1,,1,,1,3,4,1,,,,25%
"Ferreira, S",17,0.35,Kings ,17,,,,,3,4,,2,,3,2,5,,,,1,60%
"Ntsila, A",6,1,Kings ,17,,,,,8,9,1,3,,20,2,22,,3,,1,91%
"Sithole, S",1,0.65,Kings ,17,,,,,4,10,,2,,11,4,15,,,,1,73%
"Engelbrecht, J",8,1,Kings ,17,1,,1,,7,5,,3,,8,6,14,,1,,1,57%
"Mjekevu, W",11,1,Kings ,17,1,,1,,7,46,2,3,,,1,1,,,,1,
"Sykes, S",4,1,Kings ,17,1,,1,1,4,2,,2,,14,7,21,,1,,1,67%
"Astle, J",5,0.97,Kings ,17,1,,1,,6,5,,2,,9,4,13,1,,,,69%
"Adriaanse, J",3,0.34,Kings ,17,1,,1,,,,,,,3,1,4,,1,,,75%
"Ward, J",23,0.32,Kings ,17,1,,1,,,,,,,3,,3,,1,,,100%
"Davis, A",20,0.18,Kings ,17,1,,1,,2,6,,,,2,1,3,,,,,67%
"Am, L",14,1,Kings ,17,2,,2,1,8,53,5,4,1,5,3,8,3,1,,,63%
"Willemse, S",7,0.82,Kings ,17,2,,2,,4,15,,3,,13,3,16,1,,,2,81%
"Jaer, M",15,0.68,Kings ,17,3,,3,3,5,10,1,2,1,2,1,3,4,3,,,67%
"Botha, T",18,0.66,Kings ,17,4,,4,,6,7,,4,,10,4,14,,1,,,71%
"Watts, E",22,0.38,Kings ,17,4,,4,3,,,,,,,,,1,2,,,
"Marutlulle, E",2,0.82,Kings ,17,7,,7,,14,24,1,9,,10,,10,3,,,1,100%
"Human, D",10,0.62,Kings ,17,7,,7,9,5,45,,1,,2,1,3,9,1,,,67%
"Watermeyer, S",13,1,Kings ,17,9,1,10,1,7,23,,3,1,5,2,7,1,3,,1,71%
"Luiters, K",21,0.19,Kings ,17,14,,15,,3,45,1,1,1,,,,3,,,,
"Gates, S",12,1,Kings ,17,16,,16,4,2,16,,,,6,1,7,5,,,,86%
"Hall, J",9,0.81,Kings ,17,56,,56,1,2,2,,1,,1,,1,3,,,,100%
"Brink, C",8,0.87,Lions ,17,,,,,5,17,2,3,,10,2,12,3,1,,1,83%
"Hanekom, S",13,0.85,Lions ,17,,,,,2,3,,,,2,4,6,,,,,33%
"Lerm, R",20,0.21,Lions ,17,,,,,,,,,,2,1,3,,,,,67%
"Marx, K",14,1,Lions ,17,,,,,4,42,1,3,1,3,1,4,2,1,,,75%
"Samuels, R",16,0.14,Lions ,17,,,,,3,4,,1,,2,,2,,,,,100%
"Theron, C",17,0.14,Lions ,17,,,,,,,,,,6,1,7,,,,1,86%
"van der Merwe, A",2,0.86,Lions ,17,,,,,7,34,,2,,3,6,9,,1,,3,33%
"Erasmus, L",5,0.9,Lions ,17,1,1,2,,7,8,1,2,,11,5,16,3,2,,3,69%
"Fourie, C",1,0.86,Lions ,17,1,,1,,7,18,2,5,,3,11,14,,2,,1,21%
"Scholtz, P",18,0.39,Lions ,17,1,,1,,3,4,,,,5,3,8,,,,1,63%
"Kruger, R",7,0.3,Lions ,17,1,,1,,4,11,2,2,,6,,6,1,,,,100%
"De Wit, S",6,1,Lions ,17,2,,2,,5,5,,,,20,5,25,1,1,,,80%
"Rooyen, J",3,0.61,Lions ,17,2,,2,,7,11,1,4,,4,3,7,,,1,2,57%
"Booysen, F",19,0.48,Lions ,17,2,,2,,1,5,,1,,4,3,7,2,1,1,1,57%
"Nel, J",22,0.15,Lions ,17,2,1,3,,4,11,2,1,,3,,3,,,,,100%
"Volmink, A",11,1,Lions ,17,4,,5,,4,18,2,1,1,3,4,7,,,1,1,43%
"Mahuza, S",15,1,Lions ,17,5,,5,2,11,107,1,6,1,5,1,6,6,3,,,83%
"Muller, M",4,1,Lions ,17,5,1,6,,4,1,,1,,14,7,21,1,1,,2,67%
"Mnisi, H",12,1,Lions ,17,9,,9,2,5,18,2,2,1,5,7,12,1,1,,,42%
"Davids, A",23,0.15,Lions ,17,10,,11,,2,10,,2,,1,2,3,1,1,,,33%
"van der Walt, J",10,0.85,Lions ,17,13,1,14,7,8,34,3,2,1,1,,1,1,3,,,100%
"Smit, D",21,0.14,Lions ,17,19,,19,,3,27,,3,,,,,,,,,
"Cronje, R",9,0.86,Lions ,17,57,1,58,2,3,31,1,3,2,,,,1,,,,
"Ah-Nau, C",17,0.38,Rebels ,17,,,,,1,,,,,,1,1,,,,,
"Hagan, J",18,0.24,Rebels ,17,,,,,,,,,,1,,1,,,,,100%
"Jeffries, S",19,0.43,Rebels ,17,,,,,2,2,,2,,2,,2,1,,,1,100%
"Naivalu, S",14,1,Rebels ,17,,,,,2,2,,1,,7,3,10,1,1,1,1,70%
"Smith, T",1,0.62,Rebels ,17,,1,2,,7,70,6,4,1,10,2,12,1,2,,2,83%
"Weeks, L",3,0.76,Rebels ,17,,,,,4,7,1,1,,7,6,13,1,1,1,2,54%
"Leafa, P",16,0.38,Rebels ,17,1,,1,,,,,,,,1,1,,,,,
"English, T",11,1,Rebels ,17,2,1,3,,8,87,3,3,1,5,2,7,5,,,,71%
"Jones, L",4,1,Rebels ,17,2,1,3,,5,21,,3,,11,2,13,1,,1,1,85%
"McMahon, S",6,1,Rebels ,17,2,,2,,13,97,5,5,3,7,8,15,2,2,,1,47%
"Reid, J",7,1,Rebels ,17,2,,2,,3,6,,3,,15,8,23,2,2,,1,65%
"Hanson, J",2,0.62,Rebels ,17,3,,3,,4,3,,3,,6,3,9,,2,,1,67%
"Meehan, B",21,0.13,Rebels ,17,3,,3,1,,,,,,,,,,,,,
"Inman, M",13,1,Rebels ,17,4,2,6,1,7,18,,2,,9,3,12,1,,,,75%
"Fainga'a, C",8,1,Rebels ,17,5,1,6,,11,26,1,4,1,8,6,14,1,1,,,57%
"Hodge, R",12,1,Rebels ,17,5,,5,4,7,36,1,4,,6,2,8,2,2,,,75%
"Retallick, C",5,0.57,Rebels ,17,5,1,6,,4,6,1,1,,10,8,18,5,,,1,56%
"Asquith, P",15,1,Rebels ,17,6,,6,2,9,60,,3,1,4,,4,4,,1,1,100%
"Debreczeni, J",10,1,Rebels ,17,26,,26,10,6,15,2,3,1,1,1,2,4,,1,2,50%
"Stirzaker, N",9,0.87,Rebels ,17,61,,61,3,4,6,,2,1,2,1,3,6,2,3,3,67%
"Daley, B",17,0.24,Reds ,17,,,,,2,4,,2,,8,5,13,,,,,62%
"Gunn, M",20,0.21,Reds ,17,,,,,6,8,,3,,6,3,9,,1,,,67%
"Lealaiauloto-Tui, L",19,0.06,Reds ,17,,,,,3,3,,2,,3,1,4,,,1,1,75%
"Tupou, T",18,0.35,Reds ,17,,,,,6,21,2,4,,2,6,8,1,1,,1,25%
"Nabuli, E",11,0.46,Reds ,17,1,,1,,1,1,,1,,5,3,8,,,,,63%
"Taefu, H",12,0.42,Reds ,17,1,,1,,4,7,,,,,2,2,,1,,,
"Fainga'a, S",16,0.29,Reds ,17,1,,1,,3,11,,2,,8,4,12,,,,,67%
"Kuridrani, C",14,1,Reds ,17,2,2,4,,8,79,2,2,2,6,6,12,3,1,,,50%
"Faagase, S",1,0.76,Reds ,17,2,,2,,5,13,1,3,,3,4,7,1,2,,,43%
"Ready, A",2,0.71,Reds ,17,2,,2,,4,7,,,,8,2,10,,,,,80%
"Holmes, G",3,0.65,Reds ,17,2,,2,,3,8,,,,9,10,19,,1,,1,47%
"Gibbon, A",22,0.53,Reds ,17,2,,4,,6,11,2,3,,6,5,11,4,,,,55%
"Douglas, K",5,0.94,Reds ,17,3,,3,,4,5,,3,,15,17,32,1,,1,2,47%
"Tui, H",6,0.79,Reds ,17,3,2,7,,13,20,,4,1,5,5,10,3,,,,50%
"Banks, T",15,1,Reds ,17,4,,4,2,14,89,6,2,1,11,4,15,8,1,,,73%
"Browning, C",8,1,Reds ,17,4,,4,,7,19,1,6,,16,4,20,1,,,,80%
"Magnay, C",23,0.58,Reds ,17,4,1,5,,12,54,1,6,1,7,6,13,2,2,,,54%
"Tuttle, J",21,0.03,Reds ,17,6,,6,,,,,,,,,,,,,,
"Neville, C",4,1,Reds ,17,7,,7,,7,29,1,5,,17,6,23,3,1,,,74%
"Gill, L",7,1,Reds ,17,8,,8,,8,24,2,8,,28,17,45,4,2,,1,62%
"Kerevi, S",13,1,Reds ,17,10,3,13,,18,90,3,12,2,9,2,11,1,2,1,3,82%
"Paia'aua, D",10,0.97,Reds ,17,41,3,44,4,8,38,5,7,2,3,,3,1,3,,,100%
"Frisby, N",9,1,Reds ,17,90,,90,5,5,18,2,3,,1,1,2,3,1,,,50%
"Bosch, C",22,0.16,Sharks ,17,,,,1,2,33,,2,1,,,,1,,,,
"du Toit, T",1,0.71,Sharks ,17,,,1,,6,18,,6,,8,4,12,1,,,,67%
"Oosthuizen, C",3,0.79,Sharks ,17,,1,1,,12,20,1,9,,8,5,13,1,2,,,62%
"Mvovo, L",11,1,Sharks ,17,1,,1,1,6,90,2,,2,1,1,2,2,2,,,50%
"Ralepelle, C",2,0.61,Sharks ,17,1,,1,,2,2,,1,,10,5,15,1,,1,3,67%
"Deysel, J",20,0.26,Sharks ,17,1,,1,,6,17,,4,,2,1,3,,1,,,67%
"Lewies, S",19,0.26,Sharks ,17,1,,1,,1,,,,,8,1,9,,,,,89%
"Ndungane, O",14,1,Sharks ,17,2,1,3,1,7,79,,1,2,4,,4,1,,,,100%
"Oosthuizen, E",4,0.74,Sharks ,17,2,,2,1,4,6,1,2,,12,8,20,1,1,,1,60%
"Cooper, K",16,0.39,Sharks ,17,2,,2,,5,10,1,3,,7,3,10,,2,,,70%
"Chadwick, DM",17,0.29,Sharks ,17,2,,2,,1,5,2,1,,9,,9,,,,,100%
"Mtembu, L",7,1,Sharks ,17,3,,4,,5,7,1,1,,15,9,24,1,1,,,63%
"Adriaanse, L",18,0.21,Sharks ,17,3,,3,,2,,,,,4,,4,2,,,,100%
"Botha, R",5,1,Sharks ,17,4,1,5,,8,16,,4,,17,3,20,5,,,1,85%
"Pietersen, J",13,1,Sharks ,17,4,,4,1,3,26,2,1,1,6,3,9,1,,,1,67%
"Smith, R",15,0.84,Sharks ,17,5,,5,5,8,69,1,3,2,,2,2,3,,,,
"Van Der Walt, P",8,0.74,Sharks ,17,6,,6,,6,18,2,2,,15,3,18,4,3,,1,83%
"Daniel, K",6,1,Sharks ,17,7,,7,,2,7,,1,,8,3,11,7,1,,1,73%
"Esterhuizen, A",12,1,Sharks ,17,8,,8,2,12,103,5,9,2,4,1,5,2,3,,,80%
"April, G",10,1,Sharks ,17,13,,14,13,13,117,4,4,,1,,1,6,3,,1,100%
"Claassens, M",21,0.23,Sharks ,17,24,,24,1,,,,,,,1,1,,,,,
"Ungerer, S",9,0.77,Sharks ,17,31,,31,4,3,23,,1,,,,,4,1,,,
"Koch, V",3,0.77,Stormers ,17,,1,1,,6,20,1,4,,15,4,19,,,1,2,79%
"Kolisi, S",20,0.32,Stormers ,17,,,,,3,9,,,,7,2,9,1,,,,78%
"Mbonami, M",16,0.23,Stormers ,17,,,,,2,,,,,5,1,6,1,,,,83%
"Notshe, S",6,0.8,Stormers ,17,,,,,8,44,3,2,1,11,2,13,2,1,,,85%
"Rensburg, J",17,0.23,Stormers ,17,,,,,1,,,,,4,2,6,,,1,3,67%
"Smith, JP",18,0.23,Stormers ,17,,,,,2,8,,1,,5,1,6,,,,,83%
"Van Dyk, K",19,0.12,Stormers ,17,,,,,4,12,,1,,2,1,3,2,,,,67%
"Van Wyk, J",14,0.33,Stormers ,17,,,1,,2,17,,,1,1,,1,1,,,,100%
"Van Zyl, C",5,1,Stormers ,17,,,,,6,14,,3,,29,12,41,1,,1,1,71%
"Ntubeni, S",2,0.77,Stormers ,17,1,,2,,5,8,,3,,12,5,17,2,,,,71%
"Vermaak, A",1,0.77,Stormers ,17,1,1,2,,3,5,,1,,9,6,15,1,,,1,60%
"Van Breda, S",23,0.67,Stormers ,17,1,2,3,1,6,23,1,1,1,,2,2,3,,1,1,
"Jones, H",13,1,Stormers ,17,2,2,4,3,10,118,7,4,6,11,1,12,1,,,,92%
"Zas, L",11,1,Stormers ,17,2,,2,,7,110,1,2,4,,,,4,,,,
"Elstedt, R",7,0.88,Stormers ,17,2,1,3,,3,8,1,2,,19,4,23,3,1,1,1,83%
"Kleyn, J",4,0.88,Stormers ,17,2,,2,,4,8,,3,,17,5,22,1,,,,77%
"De Allende, D",12,1,Stormers ,17,9,,9,1,14,67,7,8,,2,2,4,1,1,,,50%
"Taute, JJ",15,1,Stormers ,17,11,2,13,4,12,76,1,1,,5,1,6,11,2,,,83%
"Thomson, B",22,0.55,Stormers ,17,11,1,12,7,5,32,5,4,2,1,,1,4,1,,,100%
"Plessis, J",10,0.45,Stormers ,17,11,1,12,9,4,37,,2,,1,,1,2,1,,,100%
"Vermaak, J",21,0.2,Stormers ,17,15,1,16,,2,21,1,1,1,,,,,,,1,
"Burger, S",8,1,Stormers ,17,22,1,24,,10,39,,6,1,9,3,12,3,1,,1,75%
"Schreuder, L",9,0.67,Stormers ,17,58,2,60,2,3,5,,1,,1,1,2,2,2,,1,50%
"Hosoda, Y",20,0.12,Sunwolves ,17,,,,,3,8,,3,,2,,2,,,,,100%
"Kodama, K",23,0.38,Sunwolves ,17,,,,,3,18,,2,,3,,3,,,,,100%
"Mikami, M",17,0.24,Sunwolves ,17,,,,,3,1,,1,,7,4,11,,,,,64%
"Mori, F",16,0.24,Sunwolves ,17,,1,1,,4,5,1,3,,4,1,5,2,1,,,80%
"Sasakura, Y",11,0.62,Sunwolves ,17,,,,2,2,28,,,1,6,2,8,2,,,,75%
"Yamanaka, R",22,0.05,Sunwolves ,17,,,,,1,24,,,,1,,1,,,,,100%
"Asahara, T",18,0.38,Sunwolves ,17,1,,1,,,,,,,10,2,12,,1,,,83%
"Kotaki, N",19,0.36,Sunwolves ,17,1,,1,,1,,,,,13,2,15,,,,,87%
"Carpenter, D",13,1,Sunwolves ,17,2,,2,1,11,23,2,5,,10,3,13,1,,1,1,77%
"Inagaki, K",1,0.76,Sunwolves ,17,2,,2,,6,6,,3,,24,4,28,1,,,,86%
"Kizu, T",2,0.76,Sunwolves ,17,2,,2,,9,5,3,4,,17,4,21,1,,1,1,81%
"Paea, M",12,1,Sunwolves ,17,3,1,4,1,20,107,8,16,1,4,3,7,3,,,,57%
"Kakinaga, S",3,0.62,Sunwolves ,17,3,1,4,,5,5,,2,,21,4,25,1,,,,84%
"Moli, L",6,1,Sunwolves ,17,4,,4,,9,19,1,4,,11,6,17,1,,,,65%
"Yamashita, H",14,1,Sunwolves ,17,4,,4,,7,31,1,1,,6,1,7,5,1,,,86%
"Viljoen, R",15,0.95,Sunwolves ,17,4,1,5,13,10,35,3,5,,5,4,9,13,4,,,56%
"Ono, H",4,0.64,Sunwolves ,17,4,,4,,8,13,,1,1,28,4,32,3,1,,1,88%
"Lemalu, F",5,1,Sunwolves ,17,6,,6,,9,14,,3,,17,10,27,2,,,,63%
"Ando, T",7,0.88,Sunwolves ,17,6,,7,,7,30,2,3,1,17,5,22,3,3,1,1,77%
"Quirk, E",8,1,Sunwolves ,17,8,,8,,10,33,,4,,18,9,27,7,,,,67%
"Yatomi, Y",21,0.23,Sunwolves ,17,23,,23,,1,17,1,1,1,1,1,2,,1,,,50%
"Tamura, Y",10,1,Sunwolves ,17,40,,40,7,7,29,1,2,,1,,1,8,,1,1,100%
